"0","#System","0"
"5","Solar System","5"
"9","Sun B0 (Blue)","9"
"13","Planet (Gas)","13"
"17","Stargate (Amarr Constellation)","17"
"21","Hedbergite","21"
"25","Corpse Male","25"
"29","Credits","29"
"36","Mexallon","36"
"40","Megacyte","40"
"44","Enriched Uranium","44"
"51","Bookmark","51"
"56","Gallente Military Station","56"
"60","Asset Safety Wrap","60"
"178","Carbonized Lead S","178"
"182","Titanium Sabot S","182"
"186","Carbonized Lead M","186"
"190","Titanium Sabot M","190"
"194","Carbonized Lead L","194"
"198","Titanium Sabot L","198"
"202","Mjolnir Cruise Missile","202"
"206","Nova Heavy Missile","206"
"210","Scourge Light Missile","210"
"215","Iron Charge S","215"
"219","Thorium Charge S","219"
"223","Iron Charge M","223"
"227","Thorium Charge M","227"
"231","Iron Charge L","231"
"235","Thorium Charge L","235"
"239","Radio S","239"
"243","Ultraviolet S","243"
"247","Radio M","247"
"251","Ultraviolet M","251"
"255","Radio L","255"
"259","Ultraviolet L","259"
"263","Cap Booster 25","263"
"267","Scourge Torpedo","267"
"380","Small Shield Extender II","380"
"400","Small Shield Booster II","400"
"434","5MN Microwarpdrive I","434"
"442","Cargo Scanner I","442"
"448","Warp Scrambler II","448"
"453","Small Focused Pulse Laser I","453"
"457","Focused Medium Beam Laser I","457"
"461","Dual Heavy Beam Laser I","461"
"482","Miner II","482"
"486","200mm AutoCannon I","486"
"490","220mm Vulcan AutoCannon I","490"
"494","Dual 425mm AutoCannon I","494"
"498","1400mm Howitzer Artillery I","498"
"506","'Basic' Capacitor Power Relay","506"
"519","Gyrostabilizer II","519"
"523","Small Armor Repairer I","523"
"529","Small Remote Capacitor Transmitter I","529"
"562","Light Electron Blaster I","562"
"566","Heavy Electron Blaster I","566"
"570","250mm Railgun I","570"
"574","425mm Railgun I","574"
"580","Burst Jammer I","580"
"584","Griffin","584"
"588","Reaper","588"
"592","Navitas","592"
"596","Impairor","596"
"600","Minmatar Peacekeeper Ship","600"
"605","Heron","605"
"609","Maulus","609"
"616","Medusa","616"
"620","Osprey","620"
"624","Maller","624"
"628","Arbitrator","628"
"632","Blackbird","632"
"638","Raven","638"
"642","Apocalypse","642"
"648","Badger","648"
"652","Mammoth","652"
"656","Miasmos","656"
"672","Caldari Shuttle","672"
"684","Condor Blueprint","684"
"688","Raven Blueprint","688"
"692","Stabber Blueprint","692"
"786","Light Missile Launcher I Blueprint","786"
"804","Scourge Cruise Missile Blueprint","804"
"808","Mjolnir Heavy Missile Blueprint","808"
"812","Inferno Light Missile Blueprint","812"
"820","150mm Light AutoCannon I Blueprint","820"
"824","Dual 180mm AutoCannon I Blueprint","824"
"828","720mm Howitzer Artillery I Blueprint","828"
"832","1200mm Artillery Cannon I Blueprint","832"
"836","Dual Light Beam Laser I Blueprint","836"
"840","Focused Medium Pulse Laser I Blueprint","840"
"844","Dual Heavy Pulse Laser I Blueprint","844"
"848","Tachyon Beam Laser I Blueprint","848"
"882","Depleted Uranium S Blueprint","882"
"886","EMP S Blueprint","886"
"890","Depleted Uranium M Blueprint","890"
"894","EMP M Blueprint","894"
"898","Depleted Uranium L Blueprint","898"
"902","EMP L Blueprint","902"
"938","Tormentor Blueprint","938"
"943","Impairor Blueprint","943"
"947","Minmatar Peacekeeper Ship Blueprint","947"
"952","Heron Blueprint","952"
"956","Maulus Blueprint","956"
"963","Medusa Blueprint","963"
"967","Caldari Shuttle Blueprint","967"
"971","Vexor Blueprint","971"
"975","Bellicose Blueprint","975"
"979","Exequror Blueprint","979"
"986","Hoarder Blueprint","986"
"990","Epithal Blueprint","990"
"995","Megathron Blueprint","995"
"999","Dominix Blueprint","999"
"1026","Shield Recharger I Blueprint","1026"
"1067","5MN Microwarpdrive I Blueprint","1067"
"1074","Cargo Scanner I Blueprint","1074"
"1080","Warp Scrambler II Blueprint","1080"
"1100","Small Hull Repairer I Blueprint","1100"
"1106","Small Energy Nosferatu I Blueprint","1106"
"1114","Light Ion Blaster I Blueprint","1114"
"1118","Dual 150mm Railgun I Blueprint","1118"
"1122","Electron Blaster Cannon I Blueprint","1122"
"1126","Ion Blaster Cannon I Blueprint","1126"
"1131","Tungsten Charge S Blueprint","1131"
"1135","Uranium Charge S Blueprint","1135"
"1139","Tungsten Charge M Blueprint","1139"
"1143","Uranium Charge M Blueprint","1143"
"1147","Tungsten Charge L Blueprint","1147"
"1151","Uranium Charge L Blueprint","1151"
"1155","Microwave S Blueprint","1155"
"1159","Xray S Blueprint","1159"
"1163","Microwave M Blueprint","1163"
"1167","Xray M Blueprint","1167"
"1171","Microwave L Blueprint","1171"
"1175","Xray L Blueprint","1175"
"1179","Cap Booster 50 Blueprint","1179"
"1185","Small Cap Battery I","1185"
"1192","'Basic' Overdrive Injector System","1192"
"1196","Cap Recharger I Blueprint","1196"
"1202","Civilian Mining Drone","1202"
"1210","Burst Jammer I Blueprint","1210"
"1217","Python Mine Blueprint","1217"
"1223","Bistot","1223"
"1227","Omber","1227"
"1231","Hemorphite","1231"
"1237","Overdrive Injector System II Blueprint","1237"
"1245","Overdrive Injector System I Blueprint","1245"
"1249","Capacitor Flux Coil II Blueprint","1249"
"1257","Shield Flux Coil II Blueprint","1257"
"1266","Explosive Coating II","1266"
"1275","Layered Coating I Blueprint","1275"
"1284","Kinetic Coating I","1284"
"1292","'Basic' Thermal Coating","1292"
"1297","Thermal Coating II Blueprint","1297"
"1306","Multispectrum Coating II","1306"
"1318","Expanded Cargohold I Blueprint","1318"
"1334","Reinforced Bulkheads I Blueprint","1334"
"1353","Reactor Control Unit I","1353"
"1373","CharacterType","1373"
"1377","CharacterLegacy5","1377"
"1381","CharacterLegacy12","1381"
"1385","CharacterLegacy8","1385"
"1404","Inertial Stabilizers I Blueprint","1404"
"1422","Shield Power Relay II","1422"
"1445","Capacitor Power Relay I","1445"
"1529","Caldari Administrative Station","1529"
"1539","Power Diagnostic System I","1539"
"1547","Small Proton Smartbomb I","1547"
"1551","Small Graviton Smartbomb I","1551"
"1557","Small Plasma Smartbomb I","1557"
"1563","Small EMP Smartbomb I","1563"
"1601","Amarr Bonus","1601"
"1605","Gallente Bonus","1605"
"1611","Computer Empathy Bonus","1611"
"1615","Deft Hands Bonus","1615"
"1619","August Demeanor Bonus","1619"
"1623","Stratum Form Feel Bonus","1623"
"1627","Booster Immunity Bonus","1627"
"1631","Claustrophobia Bonus","1631"
"1635","Xenophobia Bonus","1635"
"1641","Wasteful Bonus","1641"
"1650","Amarr Military Academy Pilot Bonus","1650"
"1654","Amarr Business School Commerce Bonus","1654"
"1659","Caldari Technical School Engineering Bonus","1659"
"1663","Gallente Military Academy Pilot Bonus","1663"
"1667","Gallente Business School Commerce Bonus","1667"
"1671","Minmatar Technical School Engineering Bonus","1671"
"1675","Bounty Hunter Bonus","1675"
"1679","Covert-op Bonus","1679"
"1802","'Basic' Kinetic Shield Amplifier","1802"
"1810","Scourge Auto-Targeting Light Missile I","1810"
"1816","Inferno Auto-Targeting Light Missile I","1816"
"1820","Mjolnir Auto-Targeting Heavy Missile I","1820"
"1824","Inferno Auto-Targeting Heavy Missile I","1824"
"1828","Mjolnir Auto-Targeting Cruise Missile I","1828"
"1832","Inferno Auto-Targeting Cruise Missile I","1832"
"1875","Rapid Light Missile Launcher I","1875"
"1893","'Basic' Heat Sink","1893"
"1902","Concord Special Ops Frigate","1902"
"1916","Concord SWAT Battleship","1916"
"1928","Amarr Industrial Station","1928"
"1932","Amarr Trade Post","1932"
"1947","ECCM - Radar I","1947"
"1952","Sensor Booster II","1952"
"1958","Ladar ECM I","1958"
"1964","Remote Sensor Booster II","1964"
"1977","Tracking Computer I","1977"
"1984","Basic Magnetometric Backup Array","1984"
"1998","Tracking Enhancer I","1998"
"2003","ECCM - Magnetometric I","2003"
"2007","Omen Blueprint","2007"
"2011","Prison Facility","2011"
"2015","Planet (Lava)","2015"
"2019","Medium Cap Battery I Blueprint","2019"
"2023","X-Large Capacitor Battery I Blueprint","2023"
"2027","Pirate Detection Array 2","2027"
"2031","Entrapment Array 1","2031"
"2035","Entrapment Array 3","2035"
"2039","Cargo Scanner II Blueprint","2039"
"2043","Ore Prospecting Array 4","2043"
"2047","Damage Control I Blueprint","2047"
"2052","Mercenary Trainee","2052"
"2056","Survey Networks 4","2056"
"2060","Quantum Flux Generator 3","2060"
"2064","EVE Gate","2064"
"2072","Anire Scarlet","2072"
"2076","Gate Key","2076"
"2083","Prototype Iris Probe Launcher","2083"
"2098","Phenod's Broke-Ass Destroyer","2098"
"2103","Remote Tracking Computer I","2103"
"2107","Gallente Carrier Wreckage","2107"
"2111","Amarr Freighter Wreckage","2111"
"2115","Amarr Dreadnought Wreckage","2115"
"2119","Gallente Dreadnought Wreckage","2119"
"2123","Gallente Titan Wreckage","2123"
"2128","Locced's Destroyer","2128"
"2132","Advanced Barren Command Center","2132"
"2136","Improved Gas Command Center","2136"
"2140","Standard Ice Command Center","2140"
"2144","Limited Lava Command Center","2144"
"2148","Elite Lava Command Center","2148"
"2152","Advanced Oceanic Command Center","2152"
"2156","Improved Plasma Command Center","2156"
"2160","Standard Storm Command Center","2160"
"2165","Haunter Cruise Missile","2165"
"2176","Infiltrator II Blueprint","2176"
