"2","Corporation","2"
"6","Sun G5 (Yellow)","6"
"10","Sun F0 (White)","10"
"14","Moon","14"
"18","Plagioclase","18"
"22","Arkonor","22"
"26","Office Folder","26"
"30","Faction","30"
"37","Isogen","37"
"41","Garbage","41"
"45","Frozen Plant Seeds","45"
"52","Trading","52"
"57","Gallente Station Hub","57"
"164","Clone Grade Alpha","164"
"179","Nuclear S","179"
"183","Fusion S","183"
"187","Nuclear M","187"
"191","Fusion M","191"
"195","Nuclear L","195"
"199","Fusion L","199"
"203","Scourge Cruise Missile","203"
"207","Mjolnir Heavy Missile","207"
"211","Inferno Light Missile","211"
"216","Tungsten Charge S","216"
"220","Uranium Charge S","220"
"224","Tungsten Charge M","224"
"228","Uranium Charge M","228"
"232","Tungsten Charge L","232"
"236","Uranium Charge L","236"
"240","Microwave S","240"
"244","Xray S","244"
"248","Microwave M","248"
"252","Xray M","252"
"256","Microwave L","256"
"260","Xray L","260"
"264","Cap Booster 50","264"
"269","Mjolnir Auto-Targeting Light Missile I","269"
"393","Shield Recharger I","393"
"405","'Micro' Remote Shield Booster","405"
"438","1MN Afterburner II","438"
"443","Ship Scanner I","443"
"450","Gatling Pulse Laser I","450"
"454","Small Focused Beam Laser I","454"
"458","Heavy Pulse Laser I","458"
"462","Mega Pulse Laser I","462"
"483","Miner I","483"
"487","250mm Light Artillery Cannon I","487"
"491","425mm AutoCannon I","491"
"495","Dual 650mm Repeating Cannon I","495"
"499","Light Missile Launcher I","499"
"508","'Basic' Shield Flux Coil","508"
"520","Gyrostabilizer I","520"
"524","Small Hull Repairer I","524"
"530","Small Energy Nosferatu I","530"
"563","Light Ion Blaster I","563"
"567","Dual 150mm Railgun I","567"
"571","Electron Blaster Cannon I","571"
"575","Ion Blaster Cannon I","575"
"581","Passive Targeter I","581"
"585","Slasher","585"
"589","Executioner","589"
"593","Tristan","593"
"597","Punisher","597"
"601","Ibis","601"
"606","Velator","606"
"613","Devourer","613"
"617","Echo","617"
"621","Caracal","621"
"625","Augoror","625"
"629","Rupture","629"
"633","Celestis","633"
"639","Tempest","639"
"643","Armageddon","643"
"649","Tayra","649"
"653","Wreathe","653"
"657","Iteron Mark V","657"
"681","Clone Grade Beta Blueprint","681"
"685","Griffin Blueprint","685"
"689","Slasher Blueprint","689"
"693","Tempest Blueprint","693"
"788","Heavy Missile Launcher I Blueprint","788"
"805","Inferno Cruise Missile Blueprint","805"
"809","Inferno Heavy Missile Blueprint","809"
"813","Mjolnir Light Missile Blueprint","813"
"821","200mm AutoCannon I Blueprint","821"
"825","220mm Vulcan AutoCannon I Blueprint","825"
"829","Dual 425mm AutoCannon I Blueprint","829"
"833","1400mm Howitzer Artillery I Blueprint","833"
"837","Small Focused Pulse Laser I Blueprint","837"
"841","Focused Medium Beam Laser I Blueprint","841"
"845","Dual Heavy Beam Laser I Blueprint","845"
"879","Carbonized Lead S Blueprint","879"
"883","Titanium Sabot S Blueprint","883"
"887","Carbonized Lead M Blueprint","887"
"891","Titanium Sabot M Blueprint","891"
"895","Carbonized Lead L Blueprint","895"
"899","Titanium Sabot L Blueprint","899"
"935","Reaper Blueprint","935"
"939","Navitas Blueprint","939"
"944","Punisher Blueprint","944"
"948","Ibis Blueprint","948"
"953","Velator Blueprint","953"
"960","Devourer Blueprint","960"
"964","Echo Blueprint","964"
"968","Moa Blueprint","968"
"972","Thorax Blueprint","972"
"976","Scythe Blueprint","976"
"983","Badger Blueprint","983"
"987","Mammoth Blueprint","987"
"991","Miasmos Blueprint","991"
"996","Apocalypse Blueprint","996"
"1002","Erebus Blueprint","1002"
"1027","Shield Recharger II Blueprint","1027"
"1071","1MN Afterburner II Blueprint","1071"
"1075","Ship Scanner I Blueprint","1075"
"1095","Gyrostabilizer II Blueprint","1095"
"1102","Stasis Webifier I Blueprint","1102"
"1109","Small Energy Neutralizer I Blueprint","1109"
"1115","Light Neutron Blaster I Blueprint","1115"
"1119","Heavy Neutron Blaster I Blueprint","1119"
"1123","Dual 250mm Railgun I Blueprint","1123"
"1128","Medium Capacitor Booster I Blueprint","1128"
"1132","Iridium Charge S Blueprint","1132"
"1136","Plutonium Charge S Blueprint","1136"
"1140","Iridium Charge M Blueprint","1140"
"1144","Plutonium Charge M Blueprint","1144"
"1148","Iridium Charge L Blueprint","1148"
"1152","Plutonium Charge L Blueprint","1152"
"1156","Infrared S Blueprint","1156"
"1160","Gamma S Blueprint","1160"
"1164","Infrared M Blueprint","1164"
"1168","Gamma M Blueprint","1168"
"1172","Infrared L Blueprint","1172"
"1176","Gamma L Blueprint","1176"
"1182","Auto Targeting System I","1182"
"1186","Small Cap Battery I Blueprint","1186"
"1193","'Basic' EM Coating","1193"
"1197","EM Coating I","1197"
"1204","EM Coating I Blueprint","1204"
"1212","Passive Targeter I Blueprint","1212"
"1218","Civilian Mining Drone Blueprint","1218"
"1224","Pyroxeres","1224"
"1228","Scordite","1228"
"1232","Dark Ochre","1232"
"1240","'Basic' Reinforced Bulkheads","1240"
"1246","Capacitor Flux Coil I","1246"
"1254","Shield Flux Coil I","1254"
"1262","'Basic' Explosive Coating","1262"
"1267","Explosive Coating II Blueprint","1267"
"1276","Layered Coating II","1276"
"1285","Kinetic Coating I Blueprint","1285"
"1294","Thermal Coating I","1294"
"1302","'Basic' Multispectrum Coating","1302"
"1307","Multispectrum Coating II Blueprint","1307"
"1319","Expanded Cargohold II","1319"
"1335","Reinforced Bulkheads II","1335"
"1354","Reactor Control Unit I Blueprint","1354"
"1374","CharacterLegacy10","1374"
"1378","CharacterLegacy6","1378"
"1382","CharacterLegacy9","1382"
"1386","CharacterLegacy13","1386"
"1405","Inertial Stabilizers II","1405"
"1423","Shield Power Relay II Blueprint","1423"
"1446","Capacitor Power Relay I Blueprint","1446"
"1530","Caldari Research Station","1530"
"1540","Power Diagnostic System I Blueprint","1540"
"1548","Small Proton Smartbomb I Blueprint","1548"
"1552","Small Graviton Smartbomb I Blueprint","1552"
"1558","Small Plasma Smartbomb I Blueprint","1558"
"1564","Small EMP Smartbomb I Blueprint","1564"
"1602","Ni-Kunni Bonus","1602"
"1606","Intaki Bonus","1606"
"1612","Ordered Mind Bonus","1612"
"1616","Structural Understanding Bonus","1616"
"1620","Superior Motion Sense Bonus","1620"
"1624","Doctrine Ingrained Bonus","1624"
"1628","Algiophobia Bonus","1628"
"1632","Monophobia Bonus","1632"
"1636","Mechanical Inaptitude Bonus","1636"
"1642","Trigger-happy Bonus","1642"
"1651","Amarr Military Academy Gunner Bonus","1651"
"1655","Amarr Business School Industry Bonus","1655"
"1660","Caldari Technical School Electronics Bonus","1660"
"1664","Gallente Military Academy Gunner Bonus","1664"
"1668","Gallente Business School Industry Bonus","1668"
"1672","Minmatar Technical School Electronic Bonus","1672"
"1676","Scientist Bonus","1676"
"1680","Navy Captain Bonus","1680"
"1804","'Basic' Explosive Shield Amplifier","1804"
"1811","Scourge Auto-Targeting Light Missile I Blueprint","1811"
"1817","Inferno Auto-Targeting Light Missile I Blueprint","1817"
"1821","Mjolnir Auto-Targeting Heavy Missile I Blueprint","1821"
