"3","Region","3"
"7","Sun K7 (Orange)","7"
"11","Planet (Temperate)","11"
"15","Asteroid Belt","15"
"19","Spodumain","19"
"23","Cargo Container","23"
"27","Office","27"
"34","Tritanium","34"
"38","Nocxium","38"
"42","Spiced Wine","42"
"49","Player Kill","49"
"53","Trade Session","53"
"58","C-O-1","58"
"165","Clone Grade Beta","165"
"180","Proton S","180"
"184","Phased Plasma S","184"
"188","Proton M","188"
"192","Phased Plasma M","192"
"196","Proton L","196"
"200","Phased Plasma L","200"
"204","Inferno Cruise Missile","204"
"208","Inferno Heavy Missile","208"
"212","Mjolnir Light Missile","212"
"217","Iridium Charge S","217"
"221","Plutonium Charge S","221"
"225","Iridium Charge M","225"
"229","Plutonium Charge M","229"
"233","Iridium Charge L","233"
"237","Plutonium Charge L","237"
"241","Infrared S","241"
"245","Gamma S","245"
"249","Infrared M","249"
"253","Gamma M","253"
"257","Infrared L","257"
"261","Gamma L","261"
"265","Heavy Defender Missile I","265"
"270","Python Mine","270"
"394","Shield Recharger II","394"
"406","Micro Remote Shield Booster II","406"
"439","1MN Afterburner I","439"
"444","Survey Scanner I","444"
"451","Dual Light Pulse Laser I","451"
"455","Quad Light Beam Laser I","455"
"459","Heavy Beam Laser I","459"
"463","Mega Beam Laser I","463"
"484","125mm Gatling AutoCannon I","484"
"488","280mm Howitzer Artillery I","488"
"492","650mm Artillery Cannon I","492"
"496","800mm Repeating Cannon I","496"
"501","Heavy Missile Launcher I","501"
"509","'Basic' Capacitor Flux Coil","509"
"521","'Basic' Damage Control","521"
"526","Stasis Webifier I","526"
"533","Small Energy Neutralizer I","533"
"564","Light Neutron Blaster I","564"
"568","Heavy Neutron Blaster I","568"
"572","Dual 250mm Railgun I","572"
"577","Medium Capacitor Booster I","577"
"582","Bantam","582"
"586","Probe","586"
"590","Inquisitor","590"
"594","Incursus","594"
"598","Breacher","598"
"602","Kestrel","602"
"607","Imicus","607"
"614","Fury","614"
"618","Lynx","618"
"622","Stabber","622"
"626","Vexor","626"
"630","Bellicose","630"
"634","Exequror","634"
"640","Scorpion","640"
"644","Typhoon","644"
"650","Nereus","650"
"654","Kryos","654"
"670","Capsule","670"
"682","Clone Grade Gamma Blueprint","682"
"686","Osprey Blueprint","686"
"690","Probe Blueprint","690"
"784","Miner II Blueprint","784"
